policy,time,H_mean,H_std,E_mean,E_std
patient,23.0000,2470.10000000,47.83641105,662.40000000,31.17762731
patient,23.2500,2469.20000000,59.79186121,652.60000000,33.46706507
patient,23.5000,2495.80000000,66.88597262,663.90000000,28.11267014
patient,23.7500,2492.70000000,75.13550721,671.60000000,29.17457036
patient,24.0000,2478.90000000,57.16729834,664.60000000,29.13646055
patient,24.2500,2476.60000000,54.64877756,663.10000000,40.64603302
patient,24.5000,2475.30000000,56.97572583,655.60000000,35.76217741
patient,24.7500,2480.70000000,48.96268420,669.20000000,41.18737671
patient,25.0000,2471.10000000,51.33430735,654.90000000,25.46653578
patient,25.2500,2454.40000000,44.97703118,660.20000000,28.05470846
patient,25.5000,2462.90000000,51.64074619,658.70000000,27.67289087
patient,25.7500,2455.60000000,43.41837809,668.20000000,32.93022927
patient,26.0000,2456.20000000,31.90889810,675.80000000,37.35654041
patient,26.2500,2448.60000000,41.55371357,679.30000000,47.52788655
patient,26.5000,2446.50000000,57.37062741,663.80000000,40.83517003
patient,26.7500,2455.40000000,46.89041598,677.70000000,27.50777668
patient,27.0000,2451.30000000,48.03945138,688.50000000,23.33928496
patient,27.2500,2460.20000000,47.16590105,678.90000000,26.96685208
patient,27.5000,2455.50000000,34.40364968,673.70000000,36.93552942
patient,27.7500,2447.00000000,59.81081285,659.60000000,34.29674426
patient,28.0000,2440.30000000,67.19796624,670.30000000,32.43814627
patient,28.2500,2446.60000000,62.50724402,673.20000000,21.46728778
patient,28.5000,2453.40000000,52.86712904,662.50000000,46.22228900
patient,28.7500,2463.80000000,51.62428369,657.70000000,36.09262775
patient,29.0000,2482.60000000,43.14626287,670.10000000,39.05679625
patient,29.2500,2478.30000000,55.90478016,672.00000000,32.10745846
patient,29.5000,2478.20000000,50.84792140,653.00000000,37.80652501
patient,29.7500,2482.60000000,55.38591879,668.90000000,35.56980617
patient,30.0000,2489.10000000,62.60182816,670.20000000,29.76500555
patient,30.2500,2481.40000000,52.43027115,660.30000000,23.74891810
patient,30.5000,2493.20000000,39.58899959,667.00000000,27.45501371
patient,30.7500,2499.50000000,43.51053512,671.20000000,29.68651022
patient,31.0000,2498.10000000,32.52161674,660.10000000,34.49138379
patient,31.2500,2500.60000000,40.28013020,653.60000000,40.23044729
patient,31.5000,2496.80000000,36.50509858,659.80000000,35.76093461
patient,31.7500,2477.40000000,43.52572675,657.50000000,23.73581448
patient,32.0000,2476.50000000,50.36147116,645.30000000,29.85539222
patient,32.2500,2483.70000000,43.51257800,650.90000000,28.06124255
patient,32.5000,2477.20000000,44.35663548,647.50000000,20.12875224
patient,32.7500,2479.90000000,42.03821013,645.80000000,20.85292412
patient,33.0000,2480.90000000,51.19125359,653.20000000,28.27955681
patient,33.2500,2486.30000000,34.63476096,655.30000000,23.98633870
patient,33.5000,2469.00000000,42.65624873,655.00000000,25.28943565
patient,33.7500,2467.70000000,48.16187981,662.30000000,19.63019217
patient,34.0000,2473.80000000,39.54687795,676.00000000,34.44480287
patient,34.2500,2464.90000000,27.66646586,674.30000000,25.38612920
patient,34.5000,2465.30000000,26.82888162,657.70000000,43.01433869
patient,34.7500,2473.70000000,34.85860327,669.50000000,51.07130092
patient,35.0000,2467.90000000,43.05668099,664.40000000,28.97968637
patient,35.2500,2465.20000000,58.25385061,661.40000000,16.66133248
patient,35.5000,2480.80000000,56.83660792,689.20000000,31.73431371
patient,35.7500,2482.20000000,39.75983456,668.20000000,25.40691070
patient,36.0000,2481.50000000,53.63922694,667.20000000,27.91972620
patient,36.2500,2482.80000000,58.68522434,658.80000000,28.10614800
patient,36.5000,2479.00000000,58.54532907,678.20000000,38.02280018
patient,36.7500,2455.40000000,53.39829377,638.10000000,28.94995682
patient,37.0000,2470.20000000,55.10152246,660.60000000,36.46672761
patient,37.2500,2477.10000000,48.46407604,661.10000000,36.34541084
patient,37.5000,2476.80000000,46.53266475,658.00000000,18.35453320
patient,37.7500,2466.50000000,38.05624492,663.10000000,32.23679747
patient,38.0000,2445.00000000,49.31756505,665.50000000,20.88194329
patient,38.2500,2464.70000000,44.80091765,669.50000000,25.00777657
patient,38.5000,2461.20000000,50.60698239,665.20000000,34.31488177
patient,38.7500,2471.10000000,33.83111651,650.30000000,27.16226958
patient,39.0000,2473.00000000,34.41575866,649.30000000,29.17019026
patient,39.2500,2492.30000000,37.33943403,658.70000000,21.12949492
patient,39.5000,2499.70000000,49.51105376,659.60000000,41.83087642
patient,39.7500,2516.90000000,60.75716693,658.50000000,28.81454108
patient,40.0000,2496.40000000,39.97554808,673.90000000,32.70558906
patient,40.2500,2496.30000000,43.45124982,671.60000000,34.50024155
patient,40.5000,2495.30000000,44.10102040,673.50000000,18.34999243
patient,40.7500,2491.60000000,47.44166008,656.20000000,23.59755166
patient,41.0000,2491.30000000,46.78093154,672.40000000,33.88608367
patient,41.2500,2503.80000000,53.43074437,656.00000000,29.24608236
patient,41.5000,2484.50000000,49.28657694,666.20000000,32.57401828
patient,41.7500,2491.70000000,43.43078785,675.40000000,33.29063932
patient,42.0000,2495.90000000,60.25953129,676.00000000,45.16881914
patient,42.2500,2480.90000000,71.15624436,660.00000000,30.80764696
patient,42.5000,2504.30000000,52.68997375,670.20000000,32.90322510
patient,42.7500,2500.90000000,67.86334308,664.90000000,33.58389164
patient,43.0000,2510.30000000,60.07227129,663.10000000,45.15762517
patient,43.2500,2497.80000000,66.84110512,646.60000000,40.30219183
patient,43.5000,2489.40000000,56.92529217,651.10000000,40.34145924
patient,43.7500,2471.20000000,49.33063056,656.10000000,28.12847509
patient,44.0000,2471.60000000,40.51392079,666.30000000,30.32802151
patient,44.2500,2476.00000000,49.27473998,658.60000000,26.64665916
patient,44.5000,2485.00000000,33.85262176,667.70000000,25.38612920
patient,44.7500,2451.30000000,39.89722909,663.90000000,18.85293965
patient,45.0000,2474.10000000,47.43053400,663.70000000,37.02866757
patient,45.2500,2478.00000000,39.22584182,665.10000000,27.92231286
patient,45.5000,2484.00000000,27.49545417,659.60000000,27.09325459
patient,45.7500,2492.20000000,24.03146086,665.10000000,39.80354535
patient,46.0000,2491.10000000,36.81922807,662.50000000,39.88385917
patient,46.2500,2495.00000000,42.05816079,666.50000000,47.00413693
patient,46.5000,2462.60000000,55.17285967,652.60000000,38.31796793
patient,46.7500,2467.80000000,56.73290247,658.20000000,35.22562199
patient,47.0000,2459.70000000,46.22180822,659.60000000,31.99722210
patient,47.2500,2478.80000000,39.04071948,658.40000000,28.23000768
patient,47.5000,2468.30000000,38.53728353,650.20000000,20.79422997
patient,47.7500,2474.20000000,30.29044587,666.30000000,35.48724340
patient,48.0000,2463.10000000,36.27196652,652.80000000,30.08801903
patient,48.2500,2457.10000000,34.83437000,660.80000000,21.35311583
patient,48.5000,2468.20000000,54.77590711,658.50000000,28.40676758
patient,48.7500,2470.60000000,57.86036832,662.40000000,26.23060130
patient,49.0000,2494.60000000,44.82360489,663.70000000,39.51666315
patient,49.2500,2482.30000000,54.00627536,661.20000000,27.01357683
patient,49.5000,2475.90000000,61.59987374,652.90000000,39.93174733
patient,49.7500,2486.50000000,38.13208040,668.90000000,32.73954456
patient,50.0000,2485.00000000,32.93090409,656.80000000,32.55013227
patient,50.2500,2458.30000000,51.26196337,663.00000000,26.22975410
patient,50.5000,2465.80000000,49.15689168,654.00000000,18.45113667
patient,50.7500,2468.30000000,40.97980532,655.20000000,25.81902830
patient,51.0000,2465.20000000,58.74199709,665.90000000,20.06904748
patient,51.2500,2462.70000000,52.43842950,670.50000000,23.03740919
patient,51.5000,2463.90000000,46.31882267,667.50000000,29.84869251
patient,51.7500,2467.40000000,36.55194173,651.20000000,30.34541884
patient,52.0000,2479.40000000,44.51766191,665.10000000,25.22983243
patient,52.2500,2480.30000000,27.63673079,666.10000000,29.35775499
patient,52.5000,2451.70000000,23.09906203,684.40000000,36.59447439
patient,52.7500,2462.00000000,41.77452706,668.40000000,31.40134463
patient,53.0000,2462.40000000,49.01292347,664.40000000,29.84478365
patient,53.2500,2468.50000000,42.72717064,672.50000000,32.98231850
patient,53.5000,2454.10000000,34.59431553,668.60000000,31.06695279
patient,53.7500,2457.90000000,45.47148068,666.20000000,31.59043456
patient,54.0000,2461.60000000,50.50016502,651.50000000,28.17899139
patient,54.2500,2476.80000000,48.72325477,662.40000000,58.34799816
patient,54.5000,2474.60000000,49.43727788,664.60000000,24.37302699
patient,54.7500,2462.20000000,51.53596371,665.20000000,32.94709564
patient,55.0000,2465.00000000,39.73243847,657.20000000,33.34932950
patient,55.2500,2463.70000000,39.95288892,669.70000000,33.84293788
patient,55.5000,2460.30000000,31.46091049,667.20000000,28.66976727
patient,55.7500,2456.50000000,24.82941804,651.20000000,30.87897523
patient,56.0000,2455.60000000,25.19788351,662.10000000,33.68299934
patient,56.2500,2466.30000000,25.80719107,656.60000000,22.78986129
patient,56.5000,2460.30000000,40.69138593,648.10000000,31.94248303
patient,56.7500,2469.60000000,43.61752961,662.10000000,18.59778959
patient,57.0000,2470.10000000,37.34955005,668.60000000,23.58530616
patient,57.2500,2480.80000000,31.02257243,653.40000000,26.49192749
patient,57.5000,2469.00000000,32.27313985,652.70000000,27.92072110
patient,57.7500,2476.70000000,47.05091805,663.60000000,28.14723195
patient,58.0000,2477.70000000,40.78956838,670.00000000,33.26325968
patient,58.2500,2489.80000000,36.83536948,678.20000000,29.87678400
patient,58.5000,2509.60000000,24.58635575,662.70000000,34.83309410
patient,58.7500,2495.30000000,34.23789324,673.20000000,34.62754202
patient,59.0000,2511.00000000,32.62923025,680.20000000,26.00769117
patient,59.2500,2507.10000000,39.39670037,671.10000000,33.26476280
patient,59.5000,2491.10000000,37.28702485,654.60000000,44.06611195
patient,59.7500,2502.70000000,41.75603749,656.30000000,24.67589917
patient,60.0000,2482.10000000,50.75748440,650.10000000,35.09178441
patient,60.2500,2487.50000000,49.19180148,664.00000000,30.18093585
patient,60.5000,2485.70000000,59.17779238,652.80000000,39.79893913
patient,60.7500,2489.10000000,61.92908130,652.10000000,44.05413337
patient,61.0000,2483.30000000,62.98862331,667.40000000,23.03716804
patient,61.2500,2501.00000000,66.96267617,673.50000000,34.84967719
patient,61.5000,2516.00000000,66.69665992,652.80000000,37.58782309
patient,61.7500,2500.80000000,75.88412219,661.00000000,29.94439291
patient,62.0000,2488.50000000,66.77865594,650.00000000,28.82128843
patient,62.2500,2503.10000000,54.00915560,670.00000000,30.54322984
patient,62.5000,2499.00000000,62.61522712,664.30000000,39.24297531
patient,62.7500,2493.00000000,64.22183775,639.00000000,30.03701420
patient,63.0000,2494.20000000,44.78789519,664.10000000,30.05347087
patient,63.2500,2496.50000000,35.74679473,657.70000000,29.46202829
patient,63.5000,2490.30000000,46.25545013,652.90000000,30.40997643
patient,63.7500,2475.90000000,54.43946689,650.30000000,30.17743822
patient,64.0000,2474.60000000,54.04154780,655.40000000,26.05208458
patient,64.2500,2462.30000000,50.34999724,666.80000000,15.48332436
patient,64.5000,2492.30000000,44.82571187,673.50000000,22.68259244
patient,64.7500,2474.30000000,53.69678244,678.80000000,31.33262411
patient,65.0000,2478.60000000,52.25620644,668.40000000,34.69293876
patient,65.2500,2468.70000000,49.40996301,682.50000000,23.80592830
patient,65.5000,2459.60000000,42.20373864,686.40000000,37.40231722
patient,65.7500,2463.30000000,43.33346154,671.30000000,31.29802976
patient,66.0000,2457.00000000,37.28866375,655.90000000,26.10002129
patient,66.2500,2451.40000000,40.41781785,668.80000000,36.48074073
patient,66.5000,2475.00000000,35.85774362,681.10000000,42.27016284
patient,66.7500,2491.10000000,34.17747796,675.10000000,39.73090037
patient,67.0000,2496.60000000,34.97364087,673.20000000,43.54257176
patient,67.2500,2496.80000000,39.98833163,655.70000000,40.75141443
patient,67.5000,2480.90000000,44.68270856,654.40000000,37.12501403
patient,67.7500,2487.10000000,68.07748853,665.20000000,23.44165334
patient,68.0000,2479.60000000,68.28730157,651.70000000,21.49444373
patient,68.2500,2484.90000000,59.48379798,653.80000000,26.71162876
patient,68.5000,2475.10000000,57.43489067,640.00000000,37.09447398
patient,68.7500,2485.30000000,77.70750000,658.30000000,35.64656755
patient,69.0000,2490.20000000,55.35903018,648.10000000,31.15356231
patient,69.2500,2487.20000000,68.17102676,654.00000000,29.94810326
patient,69.5000,2482.70000000,67.99681365,649.10000000,44.02133321
patient,69.7500,2484.40000000,59.37676313,654.80000000,33.54532589
patient,70.0000,2486.90000000,44.19766208,652.30000000,35.59978152
patient,70.2500,2482.80000000,43.10400858,661.00000000,37.84177586
patient,70.5000,2468.80000000,50.10610963,671.30000000,37.30668692
patient,70.7500,2459.10000000,60.17280670,673.70000000,30.95175457
patient,71.0000,2457.20000000,57.80964933,684.60000000,46.39731793
patient,71.2500,2465.30000000,53.64709788,672.60000000,37.18183547
patient,71.5000,2477.00000000,47.86090959,672.80000000,33.51881727
patient,71.7500,2483.00000000,49.31756505,659.20000000,26.11853322
patient,72.0000,2470.90000000,45.06649408,654.40000000,17.15420259
patient,72.2500,2467.90000000,32.47375008,658.20000000,19.41820452
patient,72.5000,2488.50000000,32.03903869,657.80000000,24.10993341
patient,72.7500,2482.00000000,41.36020632,663.20000000,17.00849461
patient,73.0000,2484.60000000,47.03946334,665.60000000,23.11420919
patient,73.2500,2506.80000000,71.73841370,673.40000000,38.19307674
patient,73.5000,2513.30000000,62.95509864,671.70000000,27.55217273
patient,73.7500,2490.30000000,41.33884372,667.00000000,31.17335044
patient,74.0000,2512.70000000,34.27681432,661.90000000,36.55574130
patient,74.2500,2517.00000000,46.53314231,657.00000000,18.63091815
patient,74.5000,2496.50000000,43.92986835,659.80000000,29.63406448
patient,74.7500,2511.00000000,47.26755994,668.70000000,25.54320958
patient,75.0000,2492.80000000,49.49253591,644.20000000,24.19733686
patient,75.2500,2499.00000000,47.76563153,657.50000000,34.83373206
patient,75.5000,2496.80000000,43.85785119,660.90000000,29.34639861
patient,75.7500,2497.50000000,40.02846210,658.80000000,21.83676818
patient,76.0000,2482.00000000,50.14202052,654.10000000,30.50482658
patient,76.2500,2465.50000000,58.24707909,656.10000000,36.22905525
patient,76.5000,2469.70000000,46.29626815,653.60000000,37.07709685
patient,76.7500,2471.40000000,56.49424749,658.70000000,30.15902297
patient,77.0000,2466.00000000,44.88998899,657.90000000,35.64469728
patient,77.2500,2464.30000000,41.56133353,657.00000000,34.81379037
patient,77.5000,2455.40000000,51.43755653,646.90000000,23.68520401
patient,77.7500,2460.40000000,48.89035351,659.40000000,20.20560978
patient,78.0000,2471.70000000,48.18263864,656.40000000,17.70875490
patient,78.2500,2472.90000000,48.73157772,667.90000000,24.00671202
patient,78.5000,2493.90000000,45.96725888,669.70000000,31.92717408
patient,78.7500,2504.00000000,41.62264341,676.20000000,34.94376435
patient,79.0000,2486.50000000,42.74796941,664.50000000,22.62864458
patient,79.2500,2481.30000000,41.13136138,657.60000000,27.82564764
patient,79.5000,2497.40000000,52.27959024,673.20000000,29.61155930
patient,79.7500,2473.80000000,68.06010416,676.20000000,37.22245439
patient,80.0000,2464.30000000,48.41957823,677.80000000,43.24555212
TAG,0.0000,0.00000000,0.00000000,0.00000000,0.00000000
TAG,0.2500,424.90000000,27.55781801,7.50000000,2.75882423
TAG,0.5000,648.30000000,25.61705161,6.70000000,2.71006355
TAG,0.7500,780.10000000,28.74195540,6.60000000,1.89736660
TAG,1.0000,846.40000000,36.59143798,5.60000000,2.54732976
TAG,1.2500,884.40000000,24.59990967,6.60000000,2.41292814
TAG,1.5000,912.60000000,32.39753077,7.40000000,1.77638835
TAG,1.7500,923.40000000,28.89905804,5.80000000,2.57336788
TAG,2.0000,928.50000000,40.56613256,6.00000000,2.00000000
TAG,2.2500,951.00000000,34.71150946,6.70000000,1.88856206
TAG,2.5000,942.20000000,26.34725370,5.50000000,1.43372088
TAG,2.7500,955.90000000,40.02346534,7.40000000,1.50554531
TAG,3.0000,950.20000000,36.21479133,5.60000000,1.83787317
TAG,3.2500,962.50000000,46.61008475,6.40000000,2.59058123
TAG,3.5000,960.40000000,42.01375436,5.60000000,1.95505044
TAG,3.7500,962.30000000,44.75625344,6.40000000,2.54732976
TAG,4.0000,935.50000000,38.19904013,7.40000000,1.89736660
TAG,4.2500,957.00000000,36.59993928,6.70000000,2.54077853
TAG,4.5000,947.40000000,36.06229179,6.50000000,2.06827894
TAG,4.7500,931.90000000,47.99409686,7.70000000,1.49443412
TAG,5.0000,935.10000000,38.08893103,6.20000000,2.04396130
TAG,5.2500,951.80000000,34.74926058,7.30000000,2.31180545
TAG,5.5000,958.70000000,20.37454839,7.10000000,2.02484567
TAG,5.7500,943.60000000,20.50040650,6.60000000,2.06559112
TAG,6.0000,963.70000000,30.71029505,5.60000000,2.17050941
TAG,6.2500,955.30000000,24.35410073,7.40000000,2.06559112
TAG,6.5000,956.40000000,27.94120812,7.00000000,2.21108319
TAG,6.7500,954.30000000,25.71661806,6.30000000,1.33749351
TAG,7.0000,967.10000000,41.59447079,5.00000000,1.69967317
TAG,7.2500,950.60000000,30.71083775,5.40000000,2.45854519
TAG,7.5000,950.40000000,37.86291061,6.70000000,1.25166556
TAG,7.7500,946.60000000,42.88537694,6.50000000,2.63523138
TAG,8.0000,946.20000000,31.65719156,7.50000000,2.36877840
TAG,8.2500,967.40000000,33.56982772,7.20000000,1.93218357
TAG,8.5000,964.70000000,42.68762506,5.60000000,2.06559112
TAG,8.7500,967.80000000,38.07828194,6.30000000,1.70293864
TAG,9.0000,960.70000000,35.02713234,6.50000000,2.59272486
TAG,9.2500,952.80000000,32.72375963,6.50000000,2.59272486
TAG,9.5000,947.90000000,45.43725833,5.90000000,1.44913767
TAG,9.7500,939.40000000,35.68753284,5.80000000,2.25092574
TAG,10.0000,943.80000000,34.59865123,7.10000000,1.10050493
TAG,10.2500,941.60000000,31.20968511,6.30000000,1.82878223
TAG,10.5000,939.70000000,35.26424062,6.80000000,1.03279556
TAG,10.7500,936.40000000,35.02443591,6.20000000,1.39841180
TAG,11.0000,930.70000000,44.49731577,7.60000000,1.50554531
TAG,11.2500,933.70000000,34.15991803,5.70000000,2.00277585
TAG,11.5000,937.10000000,29.03809758,6.60000000,2.11869981
TAG,11.7500,945.70000000,32.54074369,6.30000000,1.49443412
TAG,12.0000,956.00000000,39.24849608,6.10000000,2.28278582
TAG,12.2500,945.60000000,34.85908139,6.20000000,2.52982213
TAG,12.5000,960.40000000,56.26761453,6.70000000,1.82878223
TAG,12.7500,959.20000000,49.08677124,5.80000000,1.13529242
TAG,13.0000,956.10000000,47.27801932,7.50000000,2.41522946
TAG,13.2500,956.30000000,41.12325646,8.40000000,2.54732976
TAG,13.5000,949.60000000,32.87417088,4.80000000,1.81352940
TAG,13.7500,950.90000000,27.95810358,7.10000000,2.55821118
TAG,14.0000,967.30000000,36.62436954,5.90000000,1.72884033
TAG,14.2500,957.60000000,37.55647599,7.80000000,2.48551358
TAG,14.5000,941.10000000,40.04566837,6.70000000,2.40601099
TAG,14.7500,917.90000000,35.49475705,6.60000000,2.63312235
TAG,15.0000,927.70000000,32.68383902,5.80000000,2.39443800
TAG,15.2500,935.30000000,33.50306785,6.50000000,1.71593836
TAG,15.5000,936.90000000,20.12433574,6.30000000,3.23350515
TAG,15.7500,954.10000000,29.49745752,6.20000000,1.87379591
TAG,16.0000,942.00000000,22.31591360,6.10000000,2.02484567
TAG,16.2500,944.50000000,34.09545424,7.10000000,1.91195072
TAG,16.5000,941.30000000,17.92608280,7.80000000,3.58391468
TAG,16.7500,951.40000000,22.04137523,6.60000000,1.83787317
TAG,17.0000,947.00000000,25.67315935,7.10000000,2.23358208
TAG,17.2500,940.10000000,39.37130935,6.50000000,2.01384100
TAG,17.5000,935.40000000,32.68094926,7.10000000,1.91195072
TAG,17.7500,947.60000000,25.41740436,7.10000000,2.02484567
TAG,18.0000,937.70000000,30.23629166,6.20000000,1.93218357
TAG,18.2500,950.50000000,34.52293923,5.60000000,1.77638835
TAG,18.5000,937.90000000,27.11477662,7.60000000,2.59058123
TAG,18.7500,944.20000000,19.94325283,6.80000000,2.48551358
TAG,19.0000,962.20000000,22.16503753,5.30000000,1.82878223
TAG,19.2500,949.20000000,36.87757524,5.90000000,2.28278582
TAG,19.5000,961.10000000,31.12858636,7.30000000,2.05750658
TAG,19.7500,964.00000000,34.51247761,7.00000000,1.88561808
TAG,20.0000,949.60000000,33.54333847,7.50000000,3.13581462
TAG,20.2500,951.30000000,41.50515363,7.00000000,2.35702260
TAG,20.5000,945.00000000,37.38092205,7.00000000,2.62466929
TAG,20.7500,948.50000000,41.48158895,7.80000000,2.82055944
TAG,21.0000,951.20000000,28.72010523,6.80000000,1.39841180
TAG,21.2500,959.20000000,38.19773117,5.90000000,1.79195734
TAG,21.5000,958.80000000,41.92002969,7.80000000,1.61932771
TAG,21.7500,951.90000000,37.01786356,6.40000000,1.26491106
TAG,22.0000,947.60000000,35.76217741,5.90000000,1.66332999
TAG,22.2500,955.90000000,33.48117216,7.10000000,1.66332999
TAG,22.5000,954.20000000,34.92786217,5.70000000,1.33749351
TAG,22.7500,959.60000000,31.23459620,7.40000000,3.09838668
TAG,23.0000,952.70000000,19.57918396,6.90000000,1.96920740
TAG,23.2500,947.50000000,35.06581114,6.70000000,2.79085809
TAG,23.5000,938.10000000,43.11341632,8.10000000,3.51030230
TAG,23.7500,936.10000000,46.76525301,6.00000000,1.94365063
TAG,24.0000,933.20000000,41.39457828,6.10000000,1.52388393
TAG,24.2500,958.20000000,47.25298344,6.10000000,2.13177026
TAG,24.5000,967.70000000,45.81860369,7.00000000,2.10818511
TAG,24.7500,960.10000000,35.43523043,6.30000000,1.25166556
TAG,25.0000,973.30000000,36.73644875,6.30000000,2.49666444
TAG,25.2500,966.50000000,39.75829753,7.80000000,1.87379591
TAG,25.5000,972.00000000,31.68946548,7.40000000,2.06559112
TAG,25.7500,977.30000000,26.45772309,5.40000000,1.64654520
TAG,26.0000,965.20000000,40.85693196,7.80000000,1.93218357
TAG,26.2500,969.70000000,53.97952287,6.60000000,2.45854519
TAG,26.5000,963.70000000,43.55851747,6.70000000,2.66874919
TAG,26.7500,955.50000000,41.00474227,6.90000000,3.14289322
TAG,27.0000,950.10000000,37.31681182,7.40000000,2.17050941
TAG,27.2500,953.20000000,38.78086584,6.20000000,2.34757558
TAG,27.5000,949.90000000,35.88701405,6.60000000,1.64654520
TAG,27.7500,957.00000000,27.51968992,7.40000000,1.95505044
TAG,28.0000,944.80000000,27.29997965,6.80000000,3.01109061
TAG,28.2500,931.60000000,24.52753555,7.80000000,2.93636207
TAG,28.5000,939.20000000,33.43916533,6.50000000,2.01384100
TAG,28.7500,925.10000000,30.55214122,6.90000000,2.42441287
TAG,29.0000,933.70000000,30.96252215,7.10000000,2.84604989
TAG,29.2500,926.60000000,24.59539252,6.90000000,2.42441287
TAG,29.5000,947.00000000,33.53936327,6.50000000,2.36877840
TAG,29.7500,949.80000000,48.63880481,6.60000000,2.54732976
TAG,30.0000,942.90000000,37.94572147,5.80000000,3.11982906
TAG,30.2500,947.20000000,35.68940085,6.00000000,1.88561808
TAG,30.5000,950.60000000,40.73546094,6.20000000,1.31656118
TAG,30.7500,956.70000000,26.32721448,6.30000000,3.16403399
TAG,31.0000,956.30000000,43.75449183,6.90000000,2.42441287
TAG,31.2500,962.50000000,31.88608195,5.70000000,2.58413966
TAG,31.5000,952.00000000,19.52206729,6.40000000,2.71620650
TAG,31.7500,952.40000000,38.67298799,7.30000000,1.88856206
TAG,32.0000,973.00000000,27.85677655,7.20000000,3.55277669
TAG,32.2500,968.00000000,28.85981443,6.00000000,2.00000000
TAG,32.5000,976.80000000,23.68215456,7.40000000,2.50333111
TAG,32.7500,959.90000000,26.19775224,5.10000000,2.64365067
TAG,33.0000,963.70000000,24.12490645,7.30000000,1.41813649
TAG,33.2500,955.70000000,32.67363871,6.70000000,2.00277585
TAG,33.5000,971.90000000,34.61358115,6.60000000,1.64654520
TAG,33.7500,958.50000000,38.33550718,6.50000000,1.43372088
TAG,34.0000,950.50000000,49.18954270,5.50000000,2.36877840
TAG,34.2500,932.20000000,21.39989616,6.90000000,2.28278582
TAG,34.5000,942.10000000,40.58037292,6.70000000,2.58413966
TAG,34.7500,927.40000000,33.85327819,6.70000000,1.33749351
TAG,35.0000,913.00000000,28.43315748,6.70000000,3.02030168
TAG,35.2500,926.20000000,30.25006887,6.70000000,1.49443412
TAG,35.5000,921.90000000,17.92856194,7.60000000,1.95505044
TAG,35.7500,932.80000000,31.00107525,6.60000000,1.50554531
TAG,36.0000,933.80000000,29.83212288,6.00000000,0.94280904
TAG,36.2500,932.90000000,21.73297546,7.90000000,1.52388393
TAG,36.5000,927.70000000,20.14420236,5.70000000,2.21359436
TAG,36.7500,947.80000000,24.68827882,5.20000000,1.93218357
TAG,37.0000,952.20000000,21.37391973,6.80000000,1.93218357
TAG,37.2500,939.70000000,31.15570217,6.20000000,2.09761770
TAG,37.5000,938.90000000,42.68866620,6.80000000,1.87379591
TAG,37.7500,945.20000000,46.18994600,6.10000000,2.37814120
TAG,38.0000,949.90000000,52.29499657,6.90000000,2.80673792
TAG,38.2500,960.80000000,40.74255215,7.80000000,1.87379591
TAG,38.5000,971.50000000,35.98842406,7.40000000,1.83787317
TAG,38.7500,953.80000000,33.18567295,7.50000000,2.06827894
TAG,39.0000,956.00000000,33.82963855,6.30000000,1.76698110
TAG,39.2500,956.50000000,20.35927307,6.40000000,2.31900362
TAG,39.5000,958.70000000,29.25766756,7.50000000,3.83695481
TAG,39.7500,968.40000000,33.74150099,5.40000000,2.59058123
TAG,40.0000,972.70000000,42.01071292,6.20000000,1.93218357
TAG,40.2500,962.60000000,44.12658559,7.50000000,2.12132034
TAG,40.5000,959.30000000,45.23285433,6.90000000,2.46981781
TAG,40.7500,941.90000000,28.71488193,5.30000000,2.45175674
TAG,41.0000,940.20000000,34.40542593,6.70000000,1.49443412
TAG,41.2500,936.60000000,26.09044099,7.10000000,1.85292561
TAG,41.5000,936.30000000,26.09831838,7.90000000,2.80673792
TAG,41.7500,948.30000000,33.33683315,6.30000000,2.94580681
TAG,42.0000,945.20000000,29.88793885,6.30000000,2.35937845
TAG,42.2500,947.20000000,34.68525143,5.80000000,1.98885785
TAG,42.5000,955.70000000,30.53249635,6.70000000,1.82878223
TAG,42.7500,958.90000000,26.54744181,7.30000000,2.11081869
TAG,43.0000,946.20000000,39.14304252,6.90000000,2.84604989
TAG,43.2500,955.30000000,47.14999705,5.90000000,2.76686746
TAG,43.5000,973.10000000,55.35632053,5.80000000,2.34757558
TAG,43.7500,979.60000000,55.76777245,5.70000000,2.40601099
TAG,44.0000,964.90000000,41.10271686,7.20000000,2.52982213
TAG,44.2500,955.20000000,28.68139157,6.60000000,2.11869981
TAG,44.5000,947.20000000,36.20865458,6.50000000,3.02765035
TAG,44.7500,949.00000000,31.93395963,6.60000000,2.36643191
TAG,45.0000,955.40000000,52.84610781,6.30000000,1.56702124
TAG,45.2500,956.00000000,43.53287391,6.90000000,1.79195734
TAG,45.5000,941.30000000,27.02282985,5.40000000,1.83787317
TAG,45.7500,966.60000000,38.09986877,6.80000000,2.29975844
TAG,46.0000,959.90000000,31.49761896,6.50000000,2.12132034
TAG,46.2500,946.00000000,34.58001992,7.00000000,2.05480467
TAG,46.5000,957.30000000,22.10103064,6.50000000,2.46080384
TAG,46.7500,954.20000000,29.54017979,6.50000000,2.01384100
TAG,47.0000,950.20000000,24.66126067,5.40000000,2.27058485
TAG,47.2500,945.00000000,38.10511777,5.20000000,2.52982213
TAG,47.5000,942.30000000,19.91677127,5.70000000,2.21359436
TAG,47.7500,944.90000000,38.64784024,6.10000000,1.59513148
TAG,48.0000,940.50000000,26.54241888,7.40000000,1.83787317
TAG,48.2500,965.30000000,31.66157854,5.60000000,2.95145915
