policy,time,H_mean,H_std,E_mean,E_std
TAP,69.7500,1570.30000000,26.72930144,1171.30000000,37.12456509
TAP,70.0000,1586.60000000,44.41271089,1175.90000000,39.17042535
TAP,70.2500,1575.00000000,44.19150245,1181.10000000,43.98345649
TAP,70.5000,1577.40000000,38.68160631,1175.50000000,36.86084945
TAP,70.7500,1582.30000000,29.64624765,1178.60000000,42.33517056
TAP,71.0000,1569.00000000,39.37568342,1171.00000000,47.24404724
TAP,71.2500,1581.20000000,38.35448692,1161.30000000,40.08615721
TAP,71.5000,1580.40000000,62.72018991,1161.80000000,42.77538233
TAP,71.7500,1578.60000000,57.45181556,1167.30000000,43.92177390
TAP,72.0000,1580.80000000,59.45829537,1164.10000000,45.36138838
TAP,72.2500,1570.50000000,43.54882318,1135.20000000,50.42662436
TAP,72.5000,1572.50000000,46.67916499,1164.50000000,39.33403954
TAP,72.7500,1565.60000000,48.02823244,1177.00000000,19.70899400
TAP,73.0000,1566.50000000,44.28004316,1157.50000000,45.36334791
TAP,73.2500,1580.80000000,37.07290115,1169.80000000,55.25657326
TAP,73.5000,1580.10000000,42.28067591,1168.70000000,42.18754424
TAP,73.7500,1568.90000000,44.21776918,1170.30000000,42.87462342
TAP,74.0000,1574.70000000,46.23142270,1174.10000000,45.14285965
TAP,74.2500,1580.60000000,58.62536425,1174.90000000,47.09670901
TAP,74.5000,1570.40000000,55.26944102,1160.00000000,45.79422574
TAP,74.7500,1577.70000000,45.62905994,1154.40000000,37.33392857
TAP,75.0000,1556.10000000,39.64130842,1156.90000000,40.16756569
TAP,75.2500,1580.80000000,34.87055428,1178.20000000,34.37958050
TAP,75.5000,1571.20000000,37.76182670,1170.70000000,40.29626396
TAP,75.7500,1578.00000000,51.02722585,1190.10000000,48.56713566
TAP,76.0000,1577.70000000,57.75628874,1187.40000000,24.95863244
TAP,76.2500,1563.30000000,64.97187426,1189.50000000,42.40086477
TAP,76.5000,1560.70000000,67.41916971,1183.20000000,51.91403150
TAP,76.7500,1573.30000000,60.75277771,1170.80000000,26.10151124
TAP,77.0000,1575.60000000,53.58316485,1160.20000000,31.70278642
TAP,77.2500,1565.50000000,50.59699157,1154.30000000,25.97028216
TAP,77.5000,1558.30000000,42.65116906,1143.20000000,40.06882967
TAP,77.7500,1544.50000000,49.09231667,1142.50000000,52.32006201
TAP,78.0000,1549.80000000,31.98888696,1155.60000000,47.49549686
TAP,78.2500,1569.00000000,47.24169533,1152.80000000,48.49238199
TAP,78.5000,1563.00000000,46.71663991,1140.30000000,22.71098608
TAP,78.7500,1569.90000000,24.38783850,1147.60000000,33.32066426
TAP,79.0000,1577.60000000,26.73823729,1161.80000000,30.74193661
TAP,79.2500,1564.00000000,40.31817897,1173.50000000,32.97221052
TAP,79.5000,1564.00000000,39.73243847,1160.90000000,34.28135224
TAP,79.7500,1570.60000000,38.39618037,1168.30000000,34.99857140
TAP,80.0000,1565.80000000,37.60555515,1165.30000000,32.26642562
